rgb_path,depth_npy_path,bcs_raw,label5,label5_name,label3,label3_name,is_high,bag_id,split_group_id,group_name,animal_id_guess,frame_key,rgb_file,depth_file,rgb_ext
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_10_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_10_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,10,f_10_rgb.jpg,f_10_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_11_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_11_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,11,f_11_rgb.jpg,f_11_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_12_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_12_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,12,f_12_rgb.jpg,f_12_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_13_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_13_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,13,f_13_rgb.jpg,f_13_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_14_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_14_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,14,f_14_rgb.jpg,f_14_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_15_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_15_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,15,f_15_rgb.jpg,f_15_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_16_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_16_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,16,f_16_rgb.jpg,f_16_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_17_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_17_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,17,f_17_rgb.jpg,f_17_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_18_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_18_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,18,f_18_rgb.jpg,f_18_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_19_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_19_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,19,f_19_rgb.jpg,f_19_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_20_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_20_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,20,f_20_rgb.jpg,f_20_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_21_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_21_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,21,f_21_rgb.jpg,f_21_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_22_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_22_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,22,f_22_rgb.jpg,f_22_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_23_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_23_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,23,f_23_rgb.jpg,f_23_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_24_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_24_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,24,f_24_rgb.jpg,f_24_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_25_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_25_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,25,f_25_rgb.jpg,f_25_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_26_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_26_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,26,f_26_rgb.jpg,f_26_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_27_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_27_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,27,f_27_rgb.jpg,f_27_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_28_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_28_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,28,f_28_rgb.jpg,f_28_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_29_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_29_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,29,f_29_rgb.jpg,f_29_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_30_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_30_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,30,f_30_rgb.jpg,f_30_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_31_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_31_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,31,f_31_rgb.jpg,f_31_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_32_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_32_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,32,f_32_rgb.jpg,f_32_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_33_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_33_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,33,f_33_rgb.jpg,f_33_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_34_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_34_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,34,f_34_rgb.jpg,f_34_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_35_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_35_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,35,f_35_rgb.jpg,f_35_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_36_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_36_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,36,f_36_rgb.jpg,f_36_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_37_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_37_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,37,f_37_rgb.jpg,f_37_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_38_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_38_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,38,f_38_rgb.jpg,f_38_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_39_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_39_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,39,f_39_rgb.jpg,f_39_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_40_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_40_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,40,f_40_rgb.jpg,f_40_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_41_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_41_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,41,f_41_rgb.jpg,f_41_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_42_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_42_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,42,f_42_rgb.jpg,f_42_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_43_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_43_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,43,f_43_rgb.jpg,f_43_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_44_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_44_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,44,f_44_rgb.jpg,f_44_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_45_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5\f_45_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5,Cow_5,Cow_5,Cow_5,45,f_45_rgb.jpg,f_45_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_300_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_300_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,300,f_300_rgb.jpg,f_300_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_301_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_301_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,301,f_301_rgb.jpg,f_301_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_302_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_302_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,302,f_302_rgb.jpg,f_302_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_303_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_303_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,303,f_303_rgb.jpg,f_303_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_304_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_304_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,304,f_304_rgb.jpg,f_304_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_305_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_305_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,305,f_305_rgb.jpg,f_305_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_306_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_306_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,306,f_306_rgb.jpg,f_306_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_307_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_307_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,307,f_307_rgb.jpg,f_307_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_308_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_308_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,308,f_308_rgb.jpg,f_308_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_309_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_309_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,309,f_309_rgb.jpg,f_309_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_310_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_310_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,310,f_310_rgb.jpg,f_310_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_311_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_311_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,311,f_311_rgb.jpg,f_311_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_312_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_312_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,312,f_312_rgb.jpg,f_312_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_313_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_313_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,313,f_313_rgb.jpg,f_313_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_314_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_314_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,314,f_314_rgb.jpg,f_314_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_315_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_315_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,315,f_315_rgb.jpg,f_315_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_316_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_316_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,316,f_316_rgb.jpg,f_316_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_317_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_317_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,317,f_317_rgb.jpg,f_317_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_318_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_318_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,318,f_318_rgb.jpg,f_318_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_319_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_319_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,319,f_319_rgb.jpg,f_319_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_320_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_320_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,320,f_320_rgb.jpg,f_320_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_321_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_321_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,321,f_321_rgb.jpg,f_321_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_322_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_322_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,322,f_322_rgb.jpg,f_322_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_323_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_323_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,323,f_323_rgb.jpg,f_323_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_324_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_324_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,324,f_324_rgb.jpg,f_324_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_325_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_325_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,325,f_325_rgb.jpg,f_325_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_326_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_326_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,326,f_326_rgb.jpg,f_326_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_327_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_327_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,327,f_327_rgb.jpg,f_327_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_328_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_328_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,328,f_328_rgb.jpg,f_328_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_329_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_329_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,329,f_329_rgb.jpg,f_329_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_330_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_330_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,330,f_330_rgb.jpg,f_330_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_331_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_331_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,331,f_331_rgb.jpg,f_331_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_332_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_332_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,332,f_332_rgb.jpg,f_332_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_333_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_333_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,333,f_333_rgb.jpg,f_333_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_334_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_334_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,334,f_334_rgb.jpg,f_334_depth.npy,.jpg
C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_335_rgb.jpg,C:\Users\Administrator\Desktop\paper\data\database\new\2\Cow_5_1\f_335_depth.npy,2,0,BCS_2,0,Lean,0,BCS2__Cow_5_1,Cow_5,Cow_5_1,Cow_5,335,f_335_rgb.jpg,f_335_depth.npy,.jpg
