bag_id,animal_id,fold_id,seed,variant,true_label5,half,n_all_frames,n_good_frames,eligible,reference_pred_label5,pred_label5,angle,good_frame_ratio,prob_bcs2,prob_bcs3,prob_bcs4,prob_bcs5,prob_bcs6
BCS4__Cow_51,Cow_51,0,2026,VAQ,2,second,2,2,0,2,,,,,,,,
BCS4__Cow_51_0035,Cow_51,0,2026,VAQ,2,first,2,2,0,2,,,,,,,,
BCS4__Cow_51_0035,Cow_51,0,2026,VAQ,2,second,3,2,0,2,,,,,,,,
BCS4__Cow_7,Cow_7,0,2026,VAQ,2,first,9,6,1,1,1.0,172.4528014098345,0.6666666666666666,0.0075989980250597,0.8950926661491394,0.05634501576423645,0.0409122072160244,5.113622682983987e-05
BCS4__Cow_7,Cow_7,0,2026,VAQ,2,second,9,9,1,1,1.0,171.64724716991688,1.0,0.007409104146063328,0.9032642841339111,0.05119961500167847,0.03809013217687607,3.6862980778096244e-05
BCS5__Cow_15,Cow_15,0,2026,VAQ,3,first,14,13,1,2,2.0,170.03247497541147,0.9285714285714286,0.002487847348675132,0.029916269704699516,0.4920791983604431,0.47237980365753174,0.003136866958811879
BCS5__Cow_15,Cow_15,0,2026,VAQ,3,second,15,12,1,2,2.0,169.04112874262378,0.8,0.003020221134647727,0.03819182887673378,0.503017783164978,0.4522268772125244,0.003543298924341798
BCS5__Cow_17_17,Cow_17,0,2026,VAQ,3,first,4,3,1,3,3.0,167.7666642351508,0.75,0.0005046132137067616,0.0020899982191622257,0.3582521677017212,0.6373834013938904,0.001769915921613574
BCS5__Cow_17_17,Cow_17,0,2026,VAQ,3,second,4,3,1,3,3.0,172.05257321065835,0.75,0.0004621115222107619,0.0014987144386395812,0.32656291127204895,0.6695104837417603,0.0019657749217003584
BCS5__Cow_21,Cow_21,0,2026,VAQ,3,first,13,9,1,3,3.0,171.32780419866927,0.6923076923076923,0.0004574448394123465,0.0065825022757053375,0.46265706419944763,0.5293632745742798,0.0009397256071679294
BCS5__Cow_21,Cow_21,0,2026,VAQ,3,second,13,9,1,3,3.0,170.68283480431631,0.6923076923076923,0.00039167661452665925,0.006139642093330622,0.4699282944202423,0.5227699279785156,0.0007704307208769023
BCS5__Cow_23_1067,Cow_23,0,2026,VAQ,3,first,2,2,0,3,,,,,,,,
BCS5__Cow_23_1067,Cow_23,0,2026,VAQ,3,second,3,3,1,3,3.0,170.52493351953348,1.0,0.0002992310328409076,0.0009410223574377596,0.319070965051651,0.6782932281494141,0.0013955337926745415
BCS5__Cow_25,Cow_25,0,2026,VAQ,3,first,33,11,1,2,2.0,168.21915999669343,0.3333333333333333,0.006786070764064789,0.30728447437286377,0.4331377446651459,0.2515554130077362,0.0012362890411168337
BCS5__Cow_25,Cow_25,0,2026,VAQ,3,second,33,18,1,2,2.0,167.78498670253768,0.5454545454545454,0.005724976304918528,0.24318896234035492,0.46935713291168213,0.280486524105072,0.0012424265732988715
BCS5__Cow_31_15,Cow_31,0,2026,VAQ,3,first,2,2,0,3,,,,,,,,
BCS5__Cow_31_15,Cow_31,0,2026,VAQ,3,second,2,1,0,3,,,,,,,,
BCS5__Cow_31_2024,Cow_31,0,2026,VAQ,3,first,2,2,0,3,,,,,,,,
BCS5__Cow_31_2024,Cow_31,0,2026,VAQ,3,second,3,3,1,3,3.0,169.94558330610357,1.0,0.0008908736053854227,0.013291541486978531,0.487386554479599,0.4970780611038208,0.0013529317220672965
BCS5__Cow_32,Cow_32,0,2026,VAQ,3,first,7,3,1,3,3.0,172.47895182836993,0.42857142857142855,0.028651801869273186,0.002623140113428235,0.41423898935317993,0.5417349338531494,0.0127511415630579
BCS5__Cow_32,Cow_32,0,2026,VAQ,3,second,8,2,0,3,,,,,,,,
BCS5__Cow_44_3008,Cow_44,0,2026,VAQ,3,first,5,2,0,3,,,,,,,,
BCS5__Cow_44_3008,Cow_44,0,2026,VAQ,3,second,5,1,0,3,,,,,,,,
BCS5__Cow_45,Cow_45,0,2026,VAQ,3,first,12,11,1,3,3.0,169.75955555667923,0.9166666666666666,0.0003879310970660299,0.00150601239874959,0.3927145302295685,0.6043378114700317,0.0010537481866776943
BCS5__Cow_45,Cow_45,0,2026,VAQ,3,second,13,13,1,3,3.0,170.28695525445863,1.0,0.00032200958230532706,0.0013850225368514657,0.3912946879863739,0.6061314344406128,0.0008668742375448346
BCS5__Cow_53_30,Cow_53,0,2026,VAQ,3,first,6,0,0,3,,,,,,,,
BCS5__Cow_53_30,Cow_53,0,2026,VAQ,3,second,7,4,1,3,3.0,170.97664565595858,0.5714285714285714,0.0009658723720349371,0.0021247724071145058,0.3216133117675781,0.6705231666564941,0.004772870801389217
BCS5__Cow_7_6022,Cow_7,0,2026,VAQ,3,first,2,1,0,3,,,,,,,,
BCS5__Cow_7_6022,Cow_7,0,2026,VAQ,3,second,2,2,0,3,,,,,,,,
BCS6__Cow_16_06,Cow_16,0,2026,VAQ,4,first,38,28,1,4,4.0,172.85413511564454,0.7368421052631579,0.0005212519899941981,3.3370704954904795e-07,0.0012032000813633204,0.0030307641718536615,0.995244562625885
BCS6__Cow_16_06,Cow_16,0,2026,VAQ,4,second,38,34,1,4,4.0,172.7047234430375,0.8947368421052632,0.0005023680860176682,3.129702008664026e-07,0.0011110263876616955,0.002800944959744811,0.9955853223800659
BCS6__Cow_19_29,Cow_19,0,2026,VAQ,4,first,30,26,1,4,4.0,171.93427721120312,0.8666666666666667,0.00027297588530927896,1.8462591810930462e-07,0.0024341377429664135,0.00861772708594799,0.9886749982833862
BCS6__Cow_19_29,Cow_19,0,2026,VAQ,4,second,31,26,1,4,4.0,173.26976138784778,0.8387096774193549,0.00020146678434684873,1.030093628173745e-07,0.0018725012196227908,0.006894221995025873,0.9910317659378052
BCS6__Cow_2_6006,Cow_2,0,2026,VAQ,4,first,15,15,1,4,4.0,172.7417965819457,1.0,0.00023749118554405868,5.6274689796964594e-08,0.0004847493546549231,0.0012605355586856604,0.9980171918869019
BCS6__Cow_2_6006,Cow_2,0,2026,VAQ,4,second,16,16,1,4,4.0,171.70556108359614,1.0,0.00023395713651552796,5.507105171886906e-08,0.0004779313749168068,0.0012394207296893,0.9980486631393433
BCS6__Cow_32_34,Cow_32,0,2026,VAQ,4,first,30,4,1,4,4.0,174.5194799413863,0.13333333333333333,0.0006368127651512623,4.3359918322494195e-07,0.0013565219705924392,0.0031650227028876543,0.9948412775993347
BCS6__Cow_32_34,Cow_32,0,2026,VAQ,4,second,31,3,1,4,4.0,173.50613798901162,0.0967741935483871,0.000801904418040067,6.524122682094458e-07,0.001421954482793808,0.0030668966937810183,0.9947085380554199
BCS6__Cow_36,Cow_36,0,2026,VAQ,4,first,22,18,1,4,4.0,171.97030707515705,0.8181818181818182,0.031442828476428986,1.2063222243341443e-07,0.0014307131059467793,0.002202181378379464,0.9649240970611572
BCS6__Cow_36,Cow_36,0,2026,VAQ,4,second,23,19,1,4,4.0,172.6305618731255,0.8260869565217391,0.03760359063744545,4.320077380270959e-07,0.004168091807514429,0.0064214072190225124,0.9518064260482788
BCS6__Cow_36_1,Cow_36,0,2026,VAQ,4,first,25,25,1,4,4.0,172.04149234605404,1.0,0.058177292346954346,2.633955591591075e-05,0.04462694004178047,0.06080219894647598,0.8363672494888306
BCS6__Cow_36_1,Cow_36,0,2026,VAQ,4,second,25,21,1,4,4.0,172.4849707664876,0.84,0.04643603041768074,2.274504913657438e-05,0.03895476460456848,0.05339696630835533,0.8611893653869629
BCS6__Cow_45_9025,Cow_45,0,2026,VAQ,4,first,23,23,1,4,4.0,167.66243736780427,1.0,0.0003720394743140787,2.3838845208956627e-07,0.0013872665585950017,0.00396266533061862,0.9942777752876282
BCS6__Cow_45_9025,Cow_45,0,2026,VAQ,4,second,23,8,1,4,4.0,171.78827310706663,0.34782608695652173,0.00026386918034404516,9.936716338643237e-08,0.0008810776052996516,0.0024676888715475798,0.996387243270874
BCS6__Cow_52_29,Cow_52,0,2026,VAQ,4,first,30,24,1,4,4.0,173.87935522312824,0.8,0.0005906663136556745,4.6302960754474043e-07,0.0013406879734247923,0.0033136759884655476,0.994754433631897
BCS6__Cow_52_29,Cow_52,0,2026,VAQ,4,second,31,31,1,4,4.0,172.58243313145888,1.0,0.0004952681483700871,2.9986244953761343e-07,0.0010072183795273304,0.002468619728460908,0.9960286617279053
BCS6__Cow_7_9008,Cow_7,0,2026,VAQ,4,first,30,13,1,4,4.0,168.7758933629712,0.43333333333333335,0.0003178181650582701,3.191960900039703e-07,0.0043029082007706165,0.014089947566390038,0.9812890291213989
BCS6__Cow_7_9008,Cow_7,0,2026,VAQ,4,second,31,6,1,4,4.0,169.86008953251417,0.1935483870967742,0.00041633137152530253,2.679371959857235e-07,0.0018799261888489127,0.005167542025446892,0.9925358295440674
BCS2__Cow_11,Cow_11,1,2026,VAQ,0,first,252,34,1,1,1.0,172.5556313138602,0.1349206349206349,0.0030216320883482695,0.41409945487976074,0.41403892636299133,0.16557830572128296,0.0032616141252219677
BCS2__Cow_11,Cow_11,1,2026,VAQ,0,second,252,42,1,1,2.0,172.6013977091373,0.16666666666666666,0.0029131064657121897,0.40771248936653137,0.41732722520828247,0.16878452897071838,0.003262680023908615
BCS2__Cow_11_1,Cow_11,1,2026,VAQ,0,first,26,0,0,2,,,,,,,,
BCS2__Cow_11_1,Cow_11,1,2026,VAQ,0,second,26,6,1,2,2.0,170.79467556249435,0.23076923076923078,0.0015710608568042517,0.24297375977039337,0.522480309009552,0.22822780907154083,0.004747080150991678
BCS2__Cow_11_2,Cow_11,1,2026,VAQ,0,first,24,21,1,0,0.0,169.12516074311785,0.875,0.8717629909515381,0.009682058356702328,0.007476243190467358,0.005243665538728237,0.10583502054214478
BCS2__Cow_11_2,Cow_11,1,2026,VAQ,0,second,25,19,1,0,0.0,171.19605184432032,0.76,0.6229022145271301,0.030692486092448235,0.030691184103488922,0.025720741599798203,0.28999343514442444
BCS3__Cow_14,Cow_14,1,2026,VAQ,1,first,8,3,1,2,2.0,162.50616462144322,0.375,0.00010468428808962926,0.024586152285337448,0.4869256615638733,0.4770289361476898,0.011354612186551094
BCS3__Cow_14,Cow_14,1,2026,VAQ,1,second,9,1,0,2,,,,,,,,
BCS3__Cow_14_0011,Cow_14,1,2026,VAQ,1,first,3,2,0,1,,,,,,,,
BCS3__Cow_14_0011,Cow_14,1,2026,VAQ,1,second,4,2,0,1,,,,,,,,
BCS3__Cow_6_103,Cow_6,1,2026,VAQ,1,first,2,1,0,1,,,,,,,,
BCS3__Cow_6_103,Cow_6,1,2026,VAQ,1,second,3,3,1,1,1.0,161.55790750344187,1.0,0.009914618916809559,0.6507876515388489,0.24262040853500366,0.09335027635097504,0.003327040933072567
BCS4__Cow_1,Cow_1,1,2026,VAQ,2,first,9,4,1,2,2.0,173.04281162398252,0.4444444444444444,0.001081252470612526,0.09379836916923523,0.5397118926048279,0.3538369834423065,0.011571437120437622
BCS4__Cow_1,Cow_1,1,2026,VAQ,2,second,10,5,1,2,2.0,174.1472652819167,0.5,0.0007474187295883894,0.07934141159057617,0.5455406308174133,0.3642902076244354,0.010080304928123951
BCS4__Cow_26,Cow_26,1,2026,VAQ,2,first,7,3,1,2,2.0,170.32351963776654,0.42857142857142855,0.0027823555283248425,0.12700559198856354,0.5184692740440369,0.3338872790336609,0.017855463549494743
BCS4__Cow_26,Cow_26,1,2026,VAQ,2,second,8,4,1,2,2.0,169.86020482669838,0.5,0.002575408201664686,0.13395793735980988,0.5218841433525085,0.3260529339313507,0.015529544092714787
BCS4__Cow_26_5051,Cow_26,1,2026,VAQ,2,first,6,2,0,2,,,,,,,,
BCS4__Cow_26_5051,Cow_26,1,2026,VAQ,2,second,6,3,1,2,2.0,166.41648456959476,0.5,0.0014891372993588448,0.22145439684391022,0.5291447043418884,0.24176093935966492,0.006150807254016399
BCS4__Cow_27_9008,Cow_27,1,2026,VAQ,2,first,3,2,0,1,,,,,,,,
BCS4__Cow_27_9008,Cow_27,1,2026,VAQ,2,second,4,2,0,1,,,,,,,,
BCS4__Cow_29_7007,Cow_29,1,2026,VAQ,2,first,2,2,0,1,,,,,,,,
BCS4__Cow_29_7007,Cow_29,1,2026,VAQ,2,second,3,2,0,1,,,,,,,,
BCS4__Cow_33,Cow_33,1,2026,VAQ,2,first,52,16,1,2,2.0,169.794811507377,0.3076923076923077,0.0009061393211595714,0.05068245157599449,0.47448068857192993,0.4493188261985779,0.024611936882138252
BCS4__Cow_33,Cow_33,1,2026,VAQ,2,second,53,5,1,2,2.0,169.01401861688544,0.09433962264150944,0.000810233352240175,0.050154007971286774,0.4822145402431488,0.44467228651046753,0.022149018943309784
BCS4__Cow_4,Cow_4,1,2026,VAQ,2,first,2,2,0,2,,,,,,,,
BCS4__Cow_4,Cow_4,1,2026,VAQ,2,second,2,2,0,2,,,,,,,,
BCS4__Cow_41,Cow_41,1,2026,VAQ,2,first,30,3,1,2,2.0,173.58252888296627,0.1,0.0006264398107305169,0.06323649734258652,0.5396910309791565,0.38522836565971375,0.011217660270631313
BCS4__Cow_41,Cow_41,1,2026,VAQ,2,second,31,0,0,2,,,,,,,,
BCS4__Cow_48,Cow_48,1,2026,VAQ,2,first,6,0,0,2,,,,,,,,
BCS4__Cow_48,Cow_48,1,2026,VAQ,2,second,7,3,1,2,2.0,170.07276567517712,0.42857142857142855,0.006044069770723581,0.2654763460159302,0.46747735142707825,0.2478746920824051,0.013127629645168781
BCS4__Cow_4_1,Cow_4,1,2026,VAQ,2,first,19,19,1,2,2.0,167.79957045946657,1.0,0.004029163159430027,0.1529667228460312,0.5003385543823242,0.3234556317329407,0.019209904596209526
BCS4__Cow_4_1,Cow_4,1,2026,VAQ,2,second,20,20,1,2,2.0,162.49650676010418,1.0,0.005561642348766327,0.199757918715477,0.4890683591365814,0.2876429259777069,0.017969105392694473
BCS4__Cow_6,Cow_6,1,2026,VAQ,2,first,21,3,1,2,2.0,169.33535424534642,0.14285714285714285,0.0028182491660118103,0.3035706579685211,0.475821852684021,0.21178676187992096,0.006002499256283045
BCS4__Cow_6,Cow_6,1,2026,VAQ,2,second,21,4,1,2,2.0,168.0633817100955,0.19047619047619047,0.0020736991427838802,0.22100064158439636,0.5165502429008484,0.2532007396221161,0.0071746851317584515
BCS5__Cow_12_NOTAG,Cow_12,1,2026,VAQ,3,first,2,2,0,3,,,,,,,,
BCS5__Cow_12_NOTAG,Cow_12,1,2026,VAQ,3,second,2,1,0,3,,,,,,,,
BCS5__Cow_13,Cow_13,1,2026,VAQ,3,first,11,9,1,2,2.0,172.19697143162998,0.8181818181818182,0.003277416108176112,0.1336820423603058,0.5047186613082886,0.3389047384262085,0.019417157396674156
BCS5__Cow_13,Cow_13,1,2026,VAQ,3,second,12,11,1,2,2.0,173.49780915168796,0.9166666666666666,0.003925830591470003,0.1755646914243698,0.4929768145084381,0.31139734387397766,0.01613539643585682
BCS5__Cow_13_8001,Cow_13,1,2026,VAQ,3,first,2,1,0,2,,,,,,,,
BCS5__Cow_13_8001,Cow_13,1,2026,VAQ,3,second,2,2,0,2,,,,,,,,
BCS5__Cow_1_27,Cow_1,1,2026,VAQ,3,first,2,1,0,2,,,,,,,,
BCS5__Cow_1_27,Cow_1,1,2026,VAQ,3,second,2,2,0,2,,,,,,,,
BCS5__Cow_27,Cow_27,1,2026,VAQ,3,first,21,11,1,2,2.0,168.83613076599408,0.5238095238095238,0.00036454436485655606,0.045822352170944214,0.5234718918800354,0.41619277000427246,0.014148414134979248
BCS5__Cow_27,Cow_27,1,2026,VAQ,3,second,21,10,1,2,2.0,169.79075233536037,0.47619047619047616,0.0001963072718353942,0.03595985844731331,0.5296525359153748,0.42324110865592957,0.010950159281492233
BCS5__Cow_29,Cow_29,1,2026,VAQ,3,first,15,12,1,2,2.0,170.6798081627203,0.8,0.0012821962591260672,0.0714634507894516,0.5056214928627014,0.40047380328178406,0.021159065887331963
BCS5__Cow_29,Cow_29,1,2026,VAQ,3,second,15,13,1,2,2.0,171.21781445127687,0.8666666666666667,0.0011916138464584947,0.07226525992155075,0.5112928748130798,0.39621102809906006,0.019039282575249672
BCS5__Cow_37,Cow_37,1,2026,VAQ,3,first,14,13,1,2,2.0,171.7284788800338,0.9285714285714286,0.0021064188331365585,0.09087802469730377,0.4974527955055237,0.38616976141929626,0.023392977192997932
BCS5__Cow_37,Cow_37,1,2026,VAQ,3,second,14,13,1,2,2.0,171.82204303655806,0.9285714285714286,0.0019209054298698902,0.0857992023229599,0.49781230092048645,0.39131084084510803,0.02315673604607582
BCS5__Cow_37_and_38,Cow_37,1,2026,VAQ,3,first,12,3,1,2,2.0,170.93735033593998,0.25,0.0005846007261425257,0.04293152317404747,0.4830457270145416,0.4532703161239624,0.020167812705039978
BCS5__Cow_37_and_38,Cow_37,1,2026,VAQ,3,second,12,0,0,2,,,,,,,,
BCS5__Cow_43,Cow_43,1,2026,VAQ,3,first,19,18,1,3,3.0,170.47077476416072,0.9473684210526315,9.248089918401092e-05,0.018951009958982468,0.4442286193370819,0.5200310349464417,0.016696875914931297
BCS5__Cow_43,Cow_43,1,2026,VAQ,3,second,19,19,1,3,3.0,168.14633581369202,1.0,0.0001760223094606772,0.02695351094007492,0.46974673867225647,0.4855705499649048,0.017553215846419334
BCS5__Cow_48_1018,Cow_48,1,2026,VAQ,3,first,1,1,0,3,,,,,,,,
BCS5__Cow_48_1018,Cow_48,1,2026,VAQ,3,second,2,2,0,3,,,,,,,,
BCS5__Cow_54,Cow_54,1,2026,VAQ,3,first,3,3,1,2,2.0,170.27827530308326,1.0,0.0022521282080560923,0.10911468416452408,0.5094969868659973,0.3600623309612274,0.019073909148573875
BCS5__Cow_54,Cow_54,1,2026,VAQ,3,second,4,3,1,2,2.0,170.27605091057677,0.75,0.002603797474876046,0.13538317382335663,0.5191323757171631,0.32740119099617004,0.01547941192984581
BCS5__Cow_6_5051,Cow_6,1,2026,VAQ,3,first,2,2,0,3,,,,,,,,
BCS5__Cow_6_5051,Cow_6,1,2026,VAQ,3,second,3,1,0,3,,,,,,,,
BCS6__Cow_11_07,Cow_11,1,2026,VAQ,4,first,20,12,1,4,4.0,172.86655597325085,0.6,0.0026515540666878223,0.0007860278128646314,0.006304435431957245,0.020576128736138344,0.9696818590164185
BCS6__Cow_11_07,Cow_11,1,2026,VAQ,4,second,21,15,1,4,4.0,172.87282894786617,0.7142857142857143,0.0028762659057974815,0.0007176470826379955,0.005408352706581354,0.018200483173131943,0.9727972745895386
BCS6__Cow_12_2014,Cow_12,1,2026,VAQ,4,first,24,19,1,4,4.0,172.3808842485783,0.7916666666666666,0.04692213237285614,0.0023329739924520254,0.010215319693088531,0.017564283683896065,0.9229652881622314
BCS6__Cow_12_2014,Cow_12,1,2026,VAQ,4,second,25,20,1,4,4.0,173.46500543816205,0.8,0.06615845113992691,0.00345442327670753,0.012989072129130363,0.021893253549933434,0.8955047726631165
BCS6__Cow_13_66,Cow_13,1,2026,VAQ,4,first,23,5,1,4,4.0,172.0171087398665,0.21739130434782608,0.0012114067794755101,0.000433966051787138,0.005453348625451326,0.01700577698647976,0.9758954644203186
BCS6__Cow_13_66,Cow_13,1,2026,VAQ,4,second,23,15,1,4,4.0,169.6996595059602,0.6521739130434783,0.0005427504074759781,0.00015790869656484574,0.0023140073753893375,0.009493240155279636,0.9874920845031738
BCS6__Cow_26_6,Cow_26,1,2026,VAQ,4,first,30,1,0,4,,,,,,,,
BCS6__Cow_26_6,Cow_26,1,2026,VAQ,4,second,31,8,1,4,4.0,172.82806196978373,0.25806451612903225,0.0002940369595307857,0.00012753655028063804,0.0027479412965476513,0.01157309953123331,0.9852574467658997
BCS6__Cow_29_NOTAG,Cow_29,1,2026,VAQ,4,first,23,16,1,4,4.0,169.1091775327788,0.6956521739130435,0.0015713905449956656,0.0003965643991250545,0.0037050177343189716,0.013229010626673698,0.981097936630249
BCS6__Cow_29_NOTAG,Cow_29,1,2026,VAQ,4,second,23,18,1,4,4.0,170.85017686852498,0.782608695652174,0.0022257340606302023,0.00042889424366876483,0.0034758609253913164,0.012487255036830902,0.9813822507858276
BCS6__Cow_35,Cow_35,1,2026,VAQ,4,first,22,14,1,4,4.0,172.93680770114165,0.6363636363636364,0.0019552086014300585,0.00031295447843149304,0.0028610655572265387,0.010615098290145397,0.9842556118965149
BCS6__Cow_35,Cow_35,1,2026,VAQ,4,second,23,10,1,4,4.0,173.128046766217,0.43478260869565216,0.0019154762849211693,0.0003086979268118739,0.0029387865215539932,0.010574628598988056,0.9842623472213745
BCS6__Cow_4_103,Cow_4,1,2026,VAQ,4,first,30,22,1,4,4.0,170.59748584169137,0.7333333333333333,0.0010756611591205,0.0002874527999665588,0.003090882208198309,0.011905950494110584,0.9836401343345642
BCS6__Cow_4_103,Cow_4,1,2026,VAQ,4,second,31,25,1,4,4.0,173.1729468654868,0.8064516129032258,0.001840247306972742,0.00035430749994702637,0.003206112189218402,0.01170276291668415,0.9828965067863464
BCS2__Cow_5_1,Cow_5,2,2026,VAQ,0,first,23,8,1,4,4.0,171.41654572431042,0.34782608695652173,0.07261011004447937,0.007478789892047644,0.036807671189308167,0.04864039644598961,0.8344630002975464
BCS2__Cow_5_1,Cow_5,2,2026,VAQ,0,second,23,2,0,4,,,,,,,,
BCS3__Cow_20_0029,Cow_20,2,2026,VAQ,1,first,2,2,0,3,,,,,,,,
BCS3__Cow_20_0029,Cow_20,2,2026,VAQ,1,second,2,2,0,3,,,,,,,,
BCS3__Cow_22,Cow_22,2,2026,VAQ,1,first,39,10,1,1,1.0,169.71626312395244,0.2564102564102564,0.3496864438056946,0.4554483890533447,0.15313215553760529,0.0325484499335289,0.009184532798826694
