bag_id,episode_id,animal_id,fold_id,bcs_raw,label5,label3,sampled_frame_count,valid_angle_frame_count,good_angle_frame_count,good_frame_ratio,main_phase,bag_all_angle_median,bag_all_angle_mean,bag_all_angle_std,bag_good_angle_median,bag_good_angle_mean,bag_good_angle_std,bag_good_angle_p10,bag_good_angle_p25,bag_good_angle_p75,bag_good_angle_p90,bag_good_frame_median_angle,bag_good_frame_mean_angle
BCS3__Cow_22,Cow_22,Cow_22,2,3,1,0,79,63,20,0.25316455696202533,head_neck_trunk,171.0373992919922,170.89402770996094,2.1343371868133545,170.9117431640625,170.55030822753906,2.5424482822418213,166.51715087890625,169.32513427734375,172.68531799316406,173.6980438232422,171.108154296875,170.91238403320312
BCS3__Cow_22_1,Cow_22_1,Cow_22,2,3,1,0,7,7,6,0.8571428571428571,trunk_head_neck_reversed,171.38577270507812,171.38726806640625,1.0966486930847168,171.40643310546875,171.3882598876953,1.112188458442688,170.03097534179688,170.75289916992188,171.69873046875,172.58091735839844,171.2454833984375,171.641845703125
BCS3__Cow_25_66,Cow_25_66,Cow_25,0,3,1,0,5,5,3,0.6,head_neck_trunk,164.245849609375,162.7743682861328,7.361090660095215,162.6205291748047,161.61953735351562,6.892459869384766,152.52139282226562,153.99478149414062,166.7776641845703,170.13351440429688,163.04669189453125,161.95985412597656
BCS3__Cow_2_1015,Cow_2_1015,Cow_2,0,3,1,0,5,5,4,0.8,head_neck_trunk,167.83074951171875,163.85597229003906,7.1544904708862305,166.10650634765625,163.14564514160156,7.123685836791992,152.72369384765625,155.99278259277344,169.3794403076172,170.81387329101562,165.9991912841797,163.93789672851562
BCS3__Cow_33_3008,Cow_33_3008,Cow_33,1,3,1,0,2,1,0,0.0,entry_or_trunk_with_rump,175.81446838378906,175.81446838378906,0.0,,,,,,,,,
BCS3__Cow_3_3083,Cow_3_3083,Cow_3,2,3,1,0,5,2,2,0.4,head_neck_trunk,158.71002197265625,159.65255737304688,6.121037483215332,158.71002197265625,159.65255737304688,6.121037483215332,152.74627685546875,154.0836181640625,165.554931640625,167.42420959472656,159.81100463867188,159.81100463867188
BCS3__Cow_46,Cow_46,Cow_46,0,3,1,0,60,46,17,0.2833333333333333,head_neck_trunk,167.6877899169922,167.4076690673828,3.3606276512145996,166.41632080078125,165.92648315429688,3.078315019607544,162.35777282714844,163.66757202148438,168.6464080810547,169.57740783691406,166.9835205078125,166.3025360107422
BCS3__Cow_46_1,Cow_46_1,Cow_46,0,3,1,0,39,37,9,0.23076923076923078,head_neck_trunk,171.480224609375,169.42408752441406,4.90946626663208,162.4482421875,163.77291870117188,3.7197349071502686,160.6047821044922,161.32200622558594,164.87515258789062,168.36044311523438,162.95556640625,165.00035095214844
BCS3__Cow_46_2,Cow_46_2,Cow_46,0,3,1,0,6,5,3,0.5,head_neck_trunk,167.36871337890625,165.1476287841797,6.366981506347656,166.63494873046875,164.613525390625,6.339428424835205,156.90980529785156,157.32037353515625,169.39695739746094,172.5576934814453,167.85400390625,165.8233184814453
BCS3__Cow_53,Cow_53,Cow_53,0,3,1,0,7,5,3,0.42857142857142855,head_neck_trunk,168.75196838378906,166.6412811279297,4.881376266479492,168.214111328125,165.50453186035156,4.5629706382751465,159.10284423828125,160.2496795654297,169.14340209960938,169.86569213867188,168.80862426757812,165.9016571044922
BCS3__Cow_6_103,Cow_6_103,Cow_6,1,3,1,0,5,5,4,0.8,head_neck_trunk,159.94192504882812,161.66893005371094,5.924217700958252,159.5771026611328,160.17733764648438,4.40307092666626,155.10397338867188,155.98773193359375,163.7264404296875,166.4213409423828,160.90286254882812,160.09791564941406
BCS3__Cow_8_2023,Cow_8_2023,Cow_8,2,3,1,0,6,2,2,0.3333333333333333,head_neck_trunk,164.2862548828125,164.07830810546875,2.0653176307678223,164.2862548828125,164.07830810546875,2.0653176307678223,161.48605346679688,163.148193359375,165.79248046875,166.35882568359375,164.53085327148438,164.53085327148438
BCS4__Cow_1,Cow_1,Cow_1,1,4,2,1,19,19,9,0.47368421052631576,entry_or_trunk_with_rump,173.93026733398438,173.62051391601562,1.670486569404602,173.93026733398438,173.5187530517578,1.8067182302474976,171.22039794921875,172.43585205078125,174.66769409179688,175.66818237304688,173.9561004638672,173.53582763671875
BCS4__Cow_10,Cow_10,Cow_10,2,4,2,1,72,67,41,0.5694444444444444,head_neck_trunk,171.41061401367188,169.8110809326172,3.64888596534729,169.0240020751953,168.359130859375,3.7375311851501465,163.25428771972656,165.7786407470703,171.57054138183594,172.5770263671875,169.4766082763672,168.63626098632812
BCS4__Cow_10_0014,Cow_10_0014,Cow_10,2,4,2,1,3,3,2,0.6666666666666666,head_neck_trunk,158.5905303955078,159.5365447998047,3.70308518409729,157.94207763671875,158.80276489257812,2.572162389755249,156.32579040527344,156.88491821289062,160.2840576171875,162.61276245117188,158.73861694335938,158.73861694335938
BCS4__Cow_10_1,Cow_10_1,Cow_10,2,4,2,1,16,9,0,0.0,trunk_head_neck_reversed,173.05258178710938,173.0818328857422,0.47630903124809265,,,,,,,,,
BCS4__Cow_10_2038,Cow_10_2038,Cow_10,2,4,2,1,4,4,4,1.0,head_neck_trunk,171.49447631835938,168.43394470214844,6.5591654777526855,171.49447631835938,168.43394470214844,6.5591654777526855,157.1552276611328,164.29283142089844,172.17807006835938,173.9983673095703,171.60479736328125,168.7372589111328
BCS4__Cow_11_0018,Cow_11_0018,Cow_11,1,4,2,1,4,2,2,0.5,head_neck_trunk,165.53341674804688,167.917236328125,3.7733161449432373,165.53341674804688,167.917236328125,3.7733161449432373,164.2872314453125,165.03436279296875,171.97848510742188,172.7041778564453,168.7269287109375,168.7269287109375
BCS4__Cow_11_0075,Cow_11_0075,Cow_11,1,4,2,1,4,3,2,0.5,entry_or_trunk_with_rump,169.4962158203125,167.56056213378906,4.313632011413574,168.24688720703125,166.5876922607422,4.717383861541748,160.63180541992188,162.07884216308594,170.9329376220703,171.55567932128906,166.5284423828125,166.5284423828125
BCS4__Cow_13_9025,Cow_13_9025,Cow_13,1,4,2,1,4,4,2,0.5,head_neck_trunk,168.70098876953125,166.98756408691406,4.161293029785156,163.04331970214844,165.86117553710938,4.388040542602539,161.34957885742188,161.96148681640625,170.22540283203125,171.1270751953125,166.11001586914062,166.11001586914062
BCS4__Cow_15_68,Cow_15_68,Cow_15,0,4,2,1,3,3,3,1.0,head_neck_trunk,170.6436309814453,167.31712341308594,4.606781005859375,170.6436309814453,167.31712341308594,4.606781005859375,161.08387756347656,162.84014892578125,171.52633666992188,172.17709350585938,171.34698486328125,168.52513122558594
BCS4__Cow_17,Cow_17,Cow_17,0,4,2,1,26,19,10,0.38461538461538464,trunk_head_neck_reversed,172.1912841796875,172.2285614013672,0.9675307869911194,172.29331970214844,172.23941040039062,1.007528305053711,170.92041015625,171.4799041748047,172.8833770751953,173.69622802734375,172.01739501953125,172.2200164794922
BCS4__Cow_18_1067,Cow_18_1067,Cow_18,2,4,2,1,2,1,1,0.5,head_neck_trunk,172.24781799316406,172.12437438964844,0.35920393466949463,172.24781799316406,172.12437438964844,0.35920393466949463,171.64089965820312,171.82545471191406,172.33026123046875,172.57679748535156,172.24781799316406,172.24781799316406
BCS4__Cow_19,Cow_19,Cow_19,0,4,2,1,65,63,57,0.8769230769230769,trunk_dominant,170.59124755859375,170.62188720703125,1.9553614854812622,170.60015869140625,170.6493377685547,1.8467113971710205,168.36634826660156,169.57681274414062,171.89784240722656,172.88723754882812,170.83203125,170.80799865722656
BCS4__Cow_19_0037,Cow_19_0037,Cow_19,0,4,2,1,6,6,5,0.8333333333333334,head_neck_trunk,170.5345458984375,167.9851837158203,5.531864643096924,169.5573272705078,167.32342529296875,5.571950912475586,158.17251586914062,163.6002197265625,171.25917053222656,173.1097869873047,170.99807739257812,168.044921875
BCS4__Cow_1_6006,Cow_1_6006,Cow_1,1,4,2,1,4,4,2,0.5,head_neck_trunk,163.06396484375,163.56597900390625,4.140308856964111,162.959228515625,162.42886352539062,3.053708553314209,158.3805389404297,159.53353881835938,164.4337158203125,166.13900756835938,162.21188354492188,162.21188354492188
BCS4__Cow_2,Cow_2,Cow_2,0,4,2,1,15,14,13,0.8666666666666667,trunk_head_neck_reversed,173.30551147460938,173.2823028564453,1.3539910316467285,173.37326049804688,173.30795288085938,1.3603050708770752,171.443359375,172.37254333496094,174.41419982910156,175.10243225097656,173.79161071777344,173.68402099609375
BCS4__Cow_22_6005,Cow_22_6005,Cow_22,2,4,2,1,5,5,4,0.8,head_neck_trunk,171.15106201171875,170.85972595214844,2.891479253768921,170.8159637451172,170.64654541015625,2.980189561843872,166.6844940185547,167.30255126953125,172.12278747558594,174.72373962402344,170.91197204589844,170.86962890625
BCS4__Cow_23,Cow_23,Cow_23,0,4,2,1,42,22,18,0.42857142857142855,head_neck_trunk,169.3776092529297,169.3546142578125,0.994001030921936,169.38067626953125,169.39151000976562,0.9607073664665222,168.18609619140625,168.6883087158203,169.9510955810547,170.74658203125,169.48109436035156,169.3314666748047
BCS4__Cow_23_1,Cow_23_1,Cow_23,0,4,2,1,38,17,0,0.0,trunk_head_neck_reversed,173.77365112304688,173.6680908203125,0.6543441414833069,,,,,,,,,
BCS4__Cow_26,Cow_26,Cow_26,1,4,2,1,15,10,7,0.4666666666666667,trunk_head_neck_reversed,170.2681427001953,170.4981689453125,1.1714444160461426,170.12649536132812,170.24732971191406,0.7628984451293945,169.4313507080078,169.72132873535156,170.7662353515625,171.099365234375,170.012939453125,170.0992889404297
BCS4__Cow_26_5051,Cow_26_5051,Cow_26,1,4,2,1,12,9,5,0.4166666666666667,entry_or_trunk_with_rump,165.84915161132812,166.0238494873047,1.8526068925857544,165.91822814941406,166.10105895996094,1.9832499027252197,163.42169189453125,165.03558349609375,167.1619110107422,168.5081024169922,166.03903198242188,165.8505859375
BCS4__Cow_27_9008,Cow_27_9008,Cow_27,1,4,2,1,7,5,4,0.5714285714285714,head_neck_trunk,167.12313842773438,164.1648406982422,7.7206854820251465,166.93246459960938,163.8389892578125,7.6471638679504395,151.5096435546875,158.1517791748047,169.5236358642578,170.67022705078125,168.122314453125,164.84744262695312
BCS4__Cow_29_7007,Cow_29_7007,Cow_29,1,4,2,1,5,5,4,0.8,head_neck_trunk,163.27647399902344,163.65420532226562,6.618646621704102,163.2270965576172,163.02099609375,6.4728684425354,152.9738006591797,156.3566131591797,168.73440551757812,170.5623016357422,165.92868041992188,164.07476806640625
BCS4__Cow_2_6016,Cow_2_6016,Cow_2,0,4,2,1,2,1,1,0.5,head_neck_trunk,172.88262939453125,172.1890411376953,1.1874244213104248,172.88262939453125,172.1890411376953,1.1874244213104248,170.32369995117188,171.25465393066406,173.15609741210938,173.24671936035156,172.88262939453125,172.88262939453125
BCS4__Cow_30,Cow_30,Cow_30,2,4,2,1,14,5,4,0.2857142857142857,trunk_head_neck_reversed,170.5087890625,169.25367736816406,3.0769307613372803,170.36422729492188,169.14813232421875,3.0720973014831543,163.24798583984375,168.1119842529297,171.1161346435547,171.9224090576172,169.90817260742188,168.62799072265625
BCS4__Cow_31,Cow_31,Cow_31,0,4,2,1,13,12,12,0.9230769230769231,trunk_head_neck_reversed,169.2404327392578,169.11170959472656,1.6237014532089233,169.2404327392578,169.11170959472656,1.6237014532089233,167.10194396972656,168.19659423828125,170.17324829101562,170.80010986328125,169.19119262695312,169.55072021484375
BCS4__Cow_32_0035,Cow_32_0035,Cow_32,0,4,2,1,8,8,8,1.0,head_neck_trunk,168.3115234375,165.581787109375,5.971659183502197,168.3115234375,165.581787109375,5.971659183502197,156.19947814941406,161.74758911132812,169.3585662841797,170.73486328125,168.39010620117188,166.1387481689453
BCS4__Cow_33,Cow_33,Cow_33,1,4,2,1,105,36,21,0.2,entry_or_trunk_with_rump,169.57205200195312,168.90463256835938,8.642936706542969,169.32260131835938,169.03953552246094,5.828211307525635,167.19627380371094,168.18231201171875,170.32498168945312,174.36154174804688,169.07423400878906,168.4641876220703
BCS4__Cow_35_1044,Cow_35_1044,Cow_35,1,4,2,1,3,3,1,0.3333333333333333,trunk_dominant,169.41513061523438,168.25218200683594,4.727555751800537,161.63067626953125,162.16749572753906,4.109644412994385,158.1532745361328,158.32623291015625,164.5779571533203,167.30599975585938,161.63067626953125,161.63067626953125
BCS4__Cow_3_6018,Cow_3_6018,Cow_3,2,4,2,1,1,1,0,0.0,entry_or_trunk_with_rump,169.2436981201172,169.08816528320312,1.1152626276016235,,,,,,,,,
BCS4__Cow_4,Cow_4,Cow_4,1,4,2,1,4,4,4,1.0,trunk_head_neck_reversed,171.37648010253906,171.26251220703125,1.1829928159713745,171.37648010253906,171.26251220703125,1.1829928159713745,169.76272583007812,170.33810424804688,171.8504180908203,172.86045837402344,170.890869140625,171.16505432128906
BCS4__Cow_41,Cow_41,Cow_41,1,4,2,1,61,28,3,0.04918032786885246,entry_or_trunk_with_rump,173.40408325195312,173.26084899902344,1.1263593435287476,173.58253479003906,173.56788635253906,0.6230472922325134,172.76119995117188,173.1392059326172,173.94143676757812,174.47117614746094,173.58253479003906,173.5316619873047
BCS4__Cow_41_1,Cow_41_1,Cow_41,1,4,2,1,4,4,2,0.5,head_neck_trunk,170.55979919433594,169.25088500976562,2.5192337036132812,167.10125732421875,168.49252319335938,2.4353044033050537,166.08319091796875,166.67166137695312,171.2935791015625,171.67369079589844,169.15130615234375,169.15130615234375
BCS4__Cow_42,Cow_42,Cow_42,2,4,2,1,27,26,11,0.4074074074074074,entry_or_trunk_with_rump,171.5684814453125,170.60873413085938,3.529841423034668,169.3099822998047,169.22930908203125,3.3359735012054443,164.22210693359375,167.30819702148438,172.0257110595703,173.85073852539062,170.15748596191406,169.53070068359375
BCS4__Cow_44_1,Cow_44_1,Cow_44,0,4,2,1,46,34,22,0.4782608695652174,trunk_head_neck_reversed,169.5471954345703,168.901123046875,2.6640021800994873,169.4070281982422,168.6612091064453,2.6815836429595947,164.30001831054688,168.50918579101562,170.22088623046875,170.92628479003906,169.5338592529297,168.88970947265625
BCS4__Cow_47_1,Cow_47_1,Cow_47,2,4,2,1,7,7,7,1.0,head_neck_trunk,166.42401123046875,165.07952880859375,4.900585651397705,166.42401123046875,165.07952880859375,4.900585651397705,156.709228515625,161.2157440185547,168.7749786376953,170.41737365722656,167.72900390625,165.7034454345703
BCS4__Cow_48,Cow_48,Cow_48,1,4,2,1,13,13,3,0.23076923076923078,head_neck_trunk,171.08395385742188,170.8447265625,1.2000207901000977,170.07276916503906,170.34088134765625,1.3559037446975708,168.7939453125,169.12696838378906,171.54345703125,171.86524963378906,169.8970947265625,170.21665954589844
BCS4__Cow_49,Cow_49,Cow_49,2,4,2,1,9,8,7,0.7777777777777778,head_neck_trunk,166.6137237548828,166.30111694335938,5.592461585998535,165.79208374023438,165.88101196289062,5.454312801361084,158.88125610351562,160.51190185546875,171.29937744140625,173.1756591796875,168.58377075195312,166.84999084472656
BCS4__Cow_4_1,Cow_4_1,Cow_4,1,4,2,1,39,39,39,1.0,trunk_dominant,163.24778747558594,164.79727172851562,3.5217998027801514,163.24778747558594,164.79727172851562,3.5217998027801514,161.16810607910156,161.98326110839844,168.5796356201172,170.079345703125,162.8761444091797,165.05337524414062
BCS4__Cow_51,Cow_51,Cow_51,0,4,2,1,4,4,4,1.0,head_neck_trunk,170.22030639648438,166.9408721923828,5.831221580505371,170.22030639648438,166.9408721923828,5.831221580505371,157.74502563476562,159.53866577148438,171.1932373046875,171.73573303222656,170.36343383789062,167.4988555908203
BCS4__Cow_51_0035,Cow_51_0035,Cow_51,0,4,2,1,5,5,4,0.8,trunk_head_neck_reversed,166.486083984375,167.28369140625,2.355229139328003,166.47422790527344,167.16683959960938,2.291506290435791,164.65737915039062,165.71646118164062,167.98922729492188,171.19090270996094,167.12924194335938,167.76805114746094
BCS4__Cow_55,Cow_55,Cow_55,2,4,2,1,5,5,4,0.8,head_neck_trunk,170.90789794921875,169.15298461914062,5.87371301651001,170.67208862304688,168.92857360839844,5.846312046051025,160.452392578125,161.4029083251953,174.21270751953125,174.87918090820312,172.30039978027344,170.03085327148438
BCS4__Cow_5_1018,Cow_5_1018,Cow_5,2,4,2,1,2,2,1,0.5,head_neck_trunk,171.535888671875,170.1093292236328,3.24194073677063,167.12796020507812,167.6313018798828,2.868915319442749,164.51318359375,165.36956787109375,169.58816528320312,170.93402099609375,167.12796020507812,167.12796020507812
BCS4__Cow_5_273,Cow_5_273,Cow_5,2,4,2,1,3,2,1,0.3333333333333333,head_neck_trunk,173.3767547607422,172.99794006347656,1.3652499914169312,172.49818420410156,172.66189575195312,1.2871485948562622,170.98028564453125,171.61660766601562,174.10362243652344,174.16146850585938,172.49818420410156,172.49818420410156
BCS4__Cow_6,Cow_6,Cow_6,1,4,2,1,42,36,7,0.16666666666666666,head_neck_trunk,169.30331420898438,169.3367156982422,2.4454500675201416,168.27133178710938,167.892822265625,2.8309781551361084,162.65408325195312,167.61029052734375,169.3193359375,171.0232391357422,168.26824951171875,167.9900665283203
BCS4__Cow_7,Cow_7,Cow_7,0,4,2,1,18,16,15,0.8333333333333334,trunk_head_neck_reversed,171.75811767578125,171.69647216796875,1.717129111289978,171.9101104736328,172.02304077148438,1.2995343208312988,170.5982666015625,171.14833068847656,172.88531494140625,173.79054260253906,172.04896545410156,171.9977264404297
BCS4__Cow_7_06,Cow_7_06,Cow_7,0,4,2,1,4,2,2,0.5,head_neck_trunk,165.52536010742188,166.75567626953125,3.3016533851623535,165.52536010742188,166.75567626953125,3.3016533851623535,163.07937622070312,163.81607055664062,169.74478149414062,170.58612060546875,166.96710205078125,166.96710205078125
BCS4__Cow_8,Cow_8,Cow_8,2,4,2,1,39,29,26,0.6666666666666666,entry_or_trunk_with_rump,169.701171875,168.417236328125,3.2035105228424072,169.6336212158203,168.3543243408203,3.234053373336792,163.5139923095703,165.4263153076172,170.67034912109375,171.68630981445312,169.750732421875,168.7245330810547
BCS4__Cow_8_9012,Cow_8_9012,Cow_8,2,4,2,1,4,3,2,0.5,entry_or_trunk_with_rump,170.61553955078125,169.96444702148438,3.226619005203247,170.75881958007812,170.69058227539062,2.3774025440216064,167.51766967773438,168.93345642089844,172.36985778808594,173.98597717285156,172.1766357421875,172.1766357421875
BCS4__Cow_9,Cow_9,Cow_9,2,4,2,1,26,26,19,0.7307692307692307,trunk_dominant,165.76565551757812,166.3177490234375,5.171953201293945,164.2716827392578,165.69833374023438,5.003315448760986,159.9783172607422,161.15248107910156,170.60780334472656,172.92495727539062,163.28627014160156,165.69403076171875
BCS4__Cow_9_NOTAG,Cow_9_NOTAG,Cow_9,2,4,2,1,4,3,2,0.5,trunk_head_neck_reversed,169.56483459472656,170.03839111328125,1.7142019271850586,169.44097900390625,169.62355041503906,0.972676694393158,168.6707763671875,168.92384338378906,169.81129455566406,170.4821014404297,169.55557250976562,169.55557250976562
BCS5__Cow_10_0029,Cow_10_0029,Cow_10,2,5,3,1,7,7,5,0.7142857142857143,trunk_head_neck_reversed,171.54856872558594,170.5875701904297,3.270951986312866,171.14865112304688,169.9127655029297,3.29750919342041,164.49935913085938,168.45001220703125,172.02899169921875,173.404052734375,171.1713409423828,170.18667602539062
BCS5__Cow_12_6006,Cow_12_6006,Cow_12,1,5,3,1,3,2,1,0.3333333333333333,trunk_head_neck_reversed,167.94810485839844,168.46815490722656,1.572209119796753,167.7547149658203,167.8109588623047,0.7995003461837769,167.01760864257812,167.14950561523438,168.30177307128906,168.8692169189453,167.7547149658203,167.7547149658203
BCS5__Cow_12_NOTAG,Cow_12_NOTAG,Cow_12,1,5,3,1,4,4,3,0.75,trunk_dominant,172.58412170410156,171.97291564941406,2.2031707763671875,171.86167907714844,171.79676818847656,2.344987154006958,168.33343505859375,170.270751953125,174.09445190429688,174.45372009277344,171.1470489501953,171.74090576171875
BCS5__Cow_13,Cow_13,Cow_13,1,5,3,1,23,21,20,0.8695652173913043,trunk_head_neck_reversed,172.7588653564453,172.17926025390625,2.670041799545288,172.7588653564453,172.16360473632812,2.6836512088775635,168.7713623046875,171.09756469726562,174.04344177246094,174.7187042236328,172.80401611328125,172.40951538085938
BCS5__Cow_13_8001,Cow_13_8001,Cow_13,1,5,3,1,4,3,3,0.75,trunk_head_neck_reversed,170.39663696289062,170.4754180908203,1.2201147079467773,170.39663696289062,170.4754180908203,1.2201147079467773,169.38951110839844,169.84507751464844,171.2159881591797,171.7390594482422,170.81878662109375,170.67100524902344
BCS5__Cow_14_1044,Cow_14_1044,Cow_14,1,5,3,1,3,3,2,0.6666666666666666,trunk_head_neck_reversed,166.9517364501953,167.01162719726562,2.9573233127593994,166.45037841796875,166.19122314453125,2.4060966968536377,162.59689331054688,164.92591857910156,167.89926147460938,169.17161560058594,166.58724975585938,166.58724975585938
BCS5__Cow_15,Cow_15,Cow_15,0,5,3,1,29,26,25,0.8620689655172413,entry_or_trunk_with_rump,169.6341094970703,169.1673583984375,3.2873270511627197,169.67364501953125,169.17506408691406,3.2951786518096924,164.5286102294922,167.61416625976562,171.83761596679688,172.86012268066406,169.6341094970703,169.21514892578125
BCS5__Cow_17_17,Cow_17_17,Cow_17,0,5,3,1,8,8,6,0.75,head_neck_trunk,171.5325469970703,169.69781494140625,4.408356189727783,170.92422485351562,168.87677001953125,4.511706829071045,160.61366271972656,167.70352172851562,172.0806427001953,172.43206787109375,171.5316619873047,169.22889709472656
BCS5__Cow_17_72,Cow_17_72,Cow_17,0,5,3,1,3,2,2,0.6666666666666666,trunk_head_neck_reversed,171.48287963867188,171.0352783203125,2.6219494342803955,171.48287963867188,171.0352783203125,2.6219494342803955,167.51242065429688,169.69146728515625,172.51512145996094,173.81019592285156,171.41751098632812,171.41751098632812
BCS5__Cow_1_27,Cow_1_27,Cow_1,1,5,3,1,4,3,3,0.75,head_neck_trunk,170.6589813232422,170.89710998535156,2.2422239780426025,170.6589813232422,170.89710998535156,2.2422239780426025,167.97833251953125,169.65321350097656,172.543212890625,173.8579559326172,170.79193115234375,170.81700134277344
BCS5__Cow_20,Cow_20,Cow_20,2,5,3,1,18,10,1,0.05555555555555555,trunk_head_neck_reversed,171.9073944091797,171.97869873046875,1.0885710716247559,171.04905700683594,172.2615509033203,2.137190580368042,170.58592224121094,170.7595977783203,173.15725708007812,174.42218017578125,171.04905700683594,171.04905700683594
BCS5__Cow_20_10,Cow_20_10,Cow_20,2,5,3,1,2,2,1,0.5,head_neck_trunk,173.99090576171875,172.92185974121094,2.321340560913086,173.50637817382812,172.65158081054688,2.3248093128204346,169.15240478515625,171.5730438232422,174.57183837890625,174.76702880859375,173.50637817382812,173.50637817382812
BCS5__Cow_21,Cow_21,Cow_21,0,5,3,1,26,23,18,0.6923076923076923,trunk_head_neck_reversed,170.93438720703125,170.13394165039062,2.9987430572509766,171.05364990234375,170.04522705078125,3.233506441116333,167.99105834960938,169.1794891357422,171.7021484375,172.3833770751953,171.1505126953125,170.18368530273438
BCS5__Cow_21_4079,Cow_21_4079,Cow_21,0,5,3,1,2,1,1,0.5,head_neck_trunk,165.70565795898438,166.52447509765625,2.61549973487854,165.70565795898438,166.52447509765625,2.61549973487854,164.22962951660156,164.71771240234375,167.5124053955078,169.47434997558594,165.70565795898438,165.70565795898438
